fiyat;marka;seri;model;yil;yakit;vites;km;motor_gucu_hp;motor_hacmi_cc;cekis;renk;garanti;kimden
57750;Opel;Corsa;1.2 Essentia;2017;Benzin;Manuel;0;70;1229;Önden;Beyaz;Evet;Galeriden
54500;Opel;Corsa;1.4 Twinport Essentia;2015;Benzin;Otomatik;27000;100;1364;Önden;Beyaz;Evet;Sahibinden
29350;Opel;Corsa;1.2 Enjoy;2004;Benzin & LPG;Yarý Otomatik;161000;51;1200;Önden;Lacivert;Hayýr;Galeriden
48900;Opel;Corsa;1.4 Twinport Active;2013;Benzin;Otomatik;51000;100;1364;Önden;Füme;Hayýr;Galeriden
34250;Opel;Corsa;1.2 Twinport Essentia;2013;Benzin;Yarý Otomatik;30000;51;1200;Önden;Gri;Hayýr;Sahibinden
32000;Opel;Corsa;1.3 CDTI Enjoy;2007;Dizel;Manuel;210000;51;1201;Önden;Gümüþ Gri;Hayýr;Sahibinden
22000;Opel;Corsa;1.4 Comfort;2001;Benzin & LPG;Manuel;198600;90;1389;Önden;Yeþil;Hayýr;Sahibinden
39500;Opel;Corsa;1.3 CDTI Enjoy;2008;Dizel;Manuel;146000;90;1248;Önden;Siyah;Hayýr;Sahibinden
29000;Opel;Corsa;1.2 Essentia;2005;Benzin;Yarý Otomatik;94500;75;1199;Önden;Sarý;Hayýr;Sahibinden
33500;Opel;Corsa;1.4 Enjoy;2008;Benzin & LPG;Otomatik;115000;90;1364;Önden;Siyah;Hayýr;Sahibinden
23750;Opel;Corsa;1.0 ECO Club;2002;Benzin & LPG;Yarý Otomatik;180000;58;973;Önden;Kýrmýzý;Hayýr;Galeriden
23250;Opel;Corsa;1.4 Swing;1998;Benzin & LPG;Otomatik;179000;60;1389;Önden;Beyaz;Hayýr;Sahibinden
31000;Opel;Corsa;1.3 CDTI Enjoy;2007;Dizel;Manuel;112000;90;1248;Önden;Kýrmýzý;Hayýr;Sahibinden
46250;Opel;Corsa;1.4 Twinport Enjoy;2012;Benzin;Otomatik;80000;100;1364;Önden;Gri;Hayýr;Galeriden
31500;Opel;Corsa;1.4 Comfort;2002;Benzin & LPG;Otomatik;193000;90;1389;Önden;Beyaz;Hayýr;Sahibinden
22000;Opel;Corsa;1.4 GLS;2000;Benzin & LPG;Manuel;180000;76;1201;Önden;Beyaz;Hayýr;Sahibinden
58000;Opel;Corsa;1.4 Design;2016;Benzin;Otomatik;43000;90;1398;Önden;Gri;Hayýr;Sahibinden
38000;Opel;Corsa;1.2 Essentia;2010;Benzin;Manuel;80000;80;1229;Önden;Siyah;Hayýr;Sahibinden
23500;Opel;Corsa;1.7 DTI Comfort;2003;Dizel;Manuel;223850;101;1601;Önden;Beyaz;Hayýr;Sahibinden
38000;Opel;Corsa;1.2 Twinport Essentia;2013;Benzin;Yarý Otomatik;39000;85;1229;Önden;Gümüþ Gri;Hayýr;Galeriden
32500;Opel;Corsa;1.3 CDTI Enjoy;2004;Dizel;Yarý Otomatik;141500;70;1248;Önden;Gümüþ Gri;Hayýr;Sahibinden
71000;Opel;Corsa;1.4 Enjoy;2017;Benzin;Otomatik;0;90;1398;Önden;Beyaz;Evet;Sahibinden
31500;Opel;Corsa;1.3 CDTI Essentia;2007;Dizel;Manuel;214000;76;1201;Önden;Beyaz;Hayýr;Sahibinden
48950;Opel;Corsa;1.4 Twinport Active;2014;Benzin & LPG;Manuel;36000;76;1201;Önden;Siyah;Hayýr;Sahibinden
57500;Opel;Corsa;1.4 Essentia;2016;Benzin & LPG;Otomatik;48250;76;1201;Önden;Siyah;Evet;Sahibinden
19250;Opel;Corsa;1.4 Comfort;2001;Benzin & LPG;Manuel;162000;90;1389;Önden;Pembe;Hayýr;Sahibinden
23500;Opel;Corsa;1.4 CD;1999;Benzin & LPG;Otomatik;129000;90;1389;Önden;Mavi;Hayýr;Sahibinden
23250;Opel;Corsa;1.2 Swing;2000;Benzin & LPG;Manuel;170430;65;1199;Önden;Kýrmýzý;Hayýr;Sahibinden
36250;Opel;Corsa;1.2 Enjoy;2008;Benzin;Yarý Otomatik;122000;80;1229;Önden;Gri;Hayýr;Galeriden
24999;Opel;Corsa;1.4 GLS;1999;Benzin;Manuel;31000;90;1389;Önden;Kýrmýzý;Hayýr;Sahibinden
27500;Opel;Corsa;1.2 Enjoy;2004;Benzin;Manuel;122699;75;1199;Önden;Kýrmýzý;Hayýr;Sahibinden
54800;Opel;Corsa;1.4 Twinport Enjoy;2013;Benzin & LPG;Otomatik;39000;100;1364;Önden;Gümüþ Gri;Hayýr;Sahibinden
23500;Opel;Corsa;1.4 100. Yýl;2000;Benzin & LPG;Manuel;189000;90;1389;Önden;Kýrmýzý;Hayýr;Sahibinden
18900;Opel;Corsa;1.4 CD;1999;Benzin & LPG;Manuel;175000;76;1201;Önden;Gümüþ Gri;Hayýr;Galeriden
37500;Opel;Corsa;1.3 CDTI Enjoy;2011;Dizel;Manuel;123168;75;1248;Önden;Siyah;Hayýr;Galeriden
22500;Opel;Corsa;1.4 Comfort;2001;Benzin & LPG;Manuel;220000;90;1389;Önden;Mavi;Hayýr;Galeriden
31700;Opel;Corsa;1.3 CDTI Essentia;2005;Dizel;Yarý Otomatik;195000;70;1248;Önden;Beyaz;Hayýr;Sahibinden
37999;Opel;Corsa;1.3 CDTI Enjoy;2012;Dizel;Manuel;169500;75;1248;Önden;Gri;Evet;Sahibinden
19350;Opel;Corsa;1.4 Swing;1997;Benzin & LPG;Manuel;151800;60;1389;Önden;Bordo;Hayýr;Sahibinden
52500;Opel;Corsa;1.4 Enjoy;2015;Benzin & LPG;Manuel;32000;90;1398;Önden;Gümüþ Gri;Hayýr;Sahibinden
18750;Opel;Corsa;1.4 Swing;1998;Benzin & LPG;Manuel;165000;60;1389;Önden;Mavi;Hayýr;Galeriden
32500;Opel;Corsa;1.3 CDTI Essentia;2006;Dizel;Yarý Otomatik;141000;70;1248;Önden;Siyah;Hayýr;Sahibinden
17000;Opel;Corsa;1.2 Swing;2000;Benzin;Manuel;280000;65;1199;Önden;Gri;Hayýr;Galeriden
37750;Opel;Corsa;1.3 CDTI Color Edition;2011;Dizel;Manuel;187000;95;1248;Önden;Sarý;Hayýr;Galeriden
40500;Opel;Corsa;1.3 CDTI Enjoy 111;2011;Dizel;Manuel;160000;90;1248;Önden;Gümüþ Gri;Hayýr;Sahibinden
25750;Opel;Corsa;1.2 Essentia;2006;Benzin;Manuel;144000;80;1229;Önden;Beyaz;Hayýr;Galeriden
32000;Opel;Corsa;1.2 Essentia;2007;Benzin & LPG;Manuel;120500;80;1229;Önden;Mavi;Evet;Galeriden
32000;Opel;Corsa;1.3 CDTI Enjoy;2007;Dizel;Manuel;167000;75;1248;Önden;Mavi;Hayýr;Sahibinden
20500;Opel;Corsa;1.4 Comfort;2001;Benzin & LPG;Manuel;230000;90;1389;Önden;Bordo;Hayýr;Sahibinden
20500;Opel;Corsa;1.4 GLS;1997;Benzin & LPG;Manuel;200000;51;1201;Önden;Mavi;Hayýr;Galeriden
41500;Opel;Corsa;1.3 CDTI Enjoy;2011;Dizel;Manuel;85000;75;1248;Önden;Siyah;Hayýr;Sahibinden
21000;Opel;Corsa;1.3 CDTI Cosmo;2004;Dizel;Manuel;315000;70;1248;Önden;Mavi;Evet;Galeriden
19450;Opel;Corsa;1.2 Swing;1999;Benzin;Manuel;170000;65;1199;Önden;Beyaz;Hayýr;Galeriden
38800;Opel;Corsa;1.4 Twinport Enjoy;2011;Benzin;Manuel;60000;100;1364;Önden;Beyaz;Evet;Galeriden
41000;Opel;Corsa;1.3 CDTI Essentia;2013;Dizel;Manuel;140000;75;1248;Önden;Gümüþ Gri;Hayýr;Galeriden
29500;Opel;Corsa;1.4 Enjoy;2004;Benzin;Yarý Otomatik;160000;90;1364;Önden;Siyah;Hayýr;Galeriden
50500;Opel;Corsa;1.4 Twinport Enjoy;2012;Benzin;Otomatik;45000;100;1364;Önden;Kahverengi;Hayýr;Sahibinden
27000;Opel;Corsa;1.2 Essentia;2005;Benzin & LPG;Manuel;190000;80;1229;Önden;Gümüþ Gri;Hayýr;Sahibinden
41000;Opel;Corsa;1.2 Twinport Enjoy 111;2010;Benzin;Manuel;47000;85;1229;Önden;Siyah;Evet;Galeriden
42500;Opel;Corsa;1.3 CDTI Essentia;2012;Dizel;Manuel;107000;75;1248;Önden;Beyaz;Hayýr;Galeriden
43500;Opel;Corsa;1.4 Twinport Enjoy;2011;Benzin;Manuel;99000;100;1364;Önden;Gümüþ Gri;Hayýr;Sahibinden
45500;Opel;Corsa;1.3 CDTI Enjoy;2011;Dizel;Manuel;83000;75;1248;Önden;Beyaz;Hayýr;Galeriden
17500;Opel;Corsa;1.4 100. Yýl;2000;Benzin & LPG;Manuel;217000;126;1401;Önden;Gümüþ Gri;Hayýr;Sahibinden
21000;Opel;Corsa;1.4 Swing;1997;Benzin & LPG;Otomatik;182000;60;1389;Önden;Beyaz;Hayýr;Galeriden
40000;Opel;Corsa;1.2 Twinport Essentia;2012;Benzin;Manuel;38000;76;1201;Önden;Gümüþ Gri;Hayýr;Sahibinden
39750;Opel;Corsa;1.3 CDTI Essentia;2013;Dizel;Manuel;146000;75;1248;Önden;Beyaz;Hayýr;Sahibinden
33000;Opel;Corsa;1.3 CDTI Essentia;2013;Dizel;Manuel;167000;75;1248;Önden;Gümüþ Gri;Hayýr;Galeriden
43950;Opel;Corsa;1.2 Twinport Essentia;2012;Benzin;Yarý Otomatik;78000;85;1229;Önden;Gümüþ Gri;Hayýr;Galeriden
22000;Opel;Corsa;1.4 Comfort;2001;Benzin & LPG;Manuel;160000;90;1389;Önden;Kýrmýzý;Hayýr;Sahibinden
29999;Opel;Corsa;1.3 CDTI Enjoy;2009;Dizel;Manuel;257000;75;1248;Önden;Mavi;Hayýr;Galeriden
24500;Opel;Corsa;1.2 Club;2002;Benzin & LPG;Manuel;194000;75;1199;Önden;Yeþil;Hayýr;Sahibinden
28750;Opel;Corsa;1.2 Essentia;2005;Benzin;Manuel;135000;80;1229;Önden;Gümüþ Gri;Hayýr;Sahibinden
32500;Opel;Corsa;1.4 Comfort;2003;Benzin & LPG;Otomatik;140000;76;1201;Önden;Kýrmýzý;Evet;Sahibinden
31500;Opel;Corsa;1.3 CDTI Sport;2007;Dizel;Manuel;194000;90;1248;Önden;Füme;Hayýr;Galeriden
40000;Opel;Corsa;1.4 Twinport Enjoy 111;2010;Benzin;Otomatik;163000;76;1201;Önden;Füme;Hayýr;Galeriden
18750;Opel;Corsa;1.4 Swing;1997;Benzin & LPG;Otomatik;171000;60;1389;Önden;Bordo;Hayýr;Galeriden
51500;Opel;Corsa;1.4 Enjoy;2015;Benzin;Yarý Otomatik;23000;90;1398;Önden;Kýrmýzý;Hayýr;Galeriden
25250;Opel;Corsa;1.4 GLS;2000;Benzin;Manuel;91910;90;1389;Önden;Mavi;Evet;Sahibinden
17750;Opel;Corsa;1.4 GLS;1999;Benzin & LPG;Manuel;245000;90;1389;Önden;Gri;Evet;Sahibinden
27000;Opel;Corsa;1.4 Twinport Enjoy;2004;Benzin & LPG;Otomatik;141000;76;1201;Önden;Gümüþ Gri;Hayýr;Sahibinden
27000;Opel;Corsa;1.2 Essentia;2004;Benzin;Manuel;117000;75;1199;Önden;Beyaz;Hayýr;Sahibinden
27500;Opel;Corsa;1.2 Twinport Enjoy;2005;Benzin & LPG;Manuel;144000;101;1200;Önden;Gümüþ Gri;Hayýr;Sahibinden
34500;Opel;Corsa;1.3 CDTI Enjoy;2007;Dizel;Manuel;134400;90;1248;Önden;Mavi;Hayýr;Sahibinden
27799;Opel;Corsa;1.3 CDTI Essentia;2004;Dizel;Manuel;205000;70;1248;Önden;Gümüþ Gri;Evet;Sahibinden
46000;Opel;Corsa;1.2 Essentia;2015;Benzin;Manuel;18000;70;1229;Önden;Siyah;Hayýr;Sahibinden
27500;Opel;Corsa;1.3 CDTI Essentia;2004;Dizel;Manuel;201170;70;1248;Önden;Þampanya;Hayýr;Galeriden
45100;Opel;Corsa;1.3 CDTI Enjoy;2012;Dizel;Manuel;90300;75;1248;Önden;Füme;Hayýr;Galeriden
19500;Opel;Corsa;1.0 Essentia;2004;Benzin;Manuel;141000;60;998;Önden;Siyah;Hayýr;Sahibinden
29750;Opel;Corsa;1.3 CDTI Essentia;2004;Dizel;Manuel;160000;70;1248;Önden;Gümüþ Gri;Hayýr;Sahibinden
41000;Opel;Corsa;1.2 Twinport Enjoy 111;2010;Benzin;Manuel;190000;85;1229;Önden;Siyah;Hayýr;Galeriden
21750;Opel;Corsa;1.2 Swing;2000;Benzin & LPG;Manuel;220401;65;1199;Önden;Mavi;Hayýr;Sahibinden
51500;Opel;Corsa;1.3 CDTI Active;2014;Dizel;Manuel;95000;51;1201;Önden;Beyaz;Hayýr;Galeriden
65500;Opel;Corsa;1.4 Enjoy;2016;Benzin;Yarý Otomatik;9500;90;1398;Önden;Beyaz;Evet;Sahibinden
32500;Opel;Corsa;1.3 CDTI Essentia;2006;Dizel;Manuel;124000;70;1248;Önden;Gri;Hayýr;Sahibinden
22000;Opel;Corsa;1.4 GLS;1999;Benzin & LPG;Manuel;160000;90;1389;Önden;Kýrmýzý;Hayýr;Sahibinden
27000;Opel;Corsa;1.3 CDTI Essentia;2004;Dizel;Manuel;162337;70;1248;Önden;Bordo;Hayýr;Sahibinden
29000;Opel;Corsa;1.2 Essentia;2005;Benzin;Manuel;98000;80;1229;Önden;Gri;Hayýr;Sahibinden
23900;Opel;Corsa;1.3 CDTI Essentia;2005;Dizel;Manuel;165000;70;1248;Önden;Füme;Hayýr;Sahibinden
19500;Opel;Corsa;1.4 GLS;1999;Benzin & LPG;Otomatik;200000;90;1389;Önden;Yeþil;Hayýr;Sahibinden
43500;Opel;Corsa;1.3 CDTI Essentia;2013;Dizel;Manuel;110000;75;1248;Önden;Beyaz;Evet;Galeriden
37500;Opel;Corsa;1.3 CDTI Cosmo;2008;Dizel;Yarý Otomatik;180000;90;1248;Önden;Gri;Hayýr;Sahibinden
25750;Opel;Corsa;1.4 Comfort;2001;Benzin & LPG;Otomatik;139000;90;1389;Önden;Mavi;Hayýr;Galeriden
53000;Opel;Corsa;1.3 CDTI Active;2014;Dizel;Manuel;32000;95;1248;Önden;Beyaz;Hayýr;Sahibinden
22500;Opel;Corsa;1.4 GLS;1999;Benzin & LPG;Manuel;239000;90;1389;Önden;Kýrmýzý;Hayýr;Sahibinden
55250;Opel;Corsa;1.4 Essentia;2015;Benzin;Yarý Otomatik;47200;90;1398;Önden;Füme;Hayýr;Galeriden
54500;Opel;Corsa;1.4 Essentia;2015;Benzin;Yarý Otomatik;46000;90;1398;Önden;Beyaz;Evet;Sahibinden
36750;Opel;Corsa;1.3 CDTI Enjoy;2012;Dizel;Manuel;74000;75;1248;Önden;Siyah;Hayýr;Galeriden
31500;Opel;Corsa;1.2 Silverline;2006;Benzin;Manuel;112000;80;1229;Önden;Gri;Hayýr;Sahibinden
28500;Opel;Corsa;1.3 CDTI Essentia;2004;Dizel;Manuel;227000;70;1248;Önden;Beyaz;Hayýr;Sahibinden
59750;Opel;Corsa;1.4 Essentia;2017;Benzin;Otomatik;5937;90;1398;Önden;Kýrmýzý;Evet;Galeriden
44000;Opel;Corsa;1.4 Twinport Enjoy 111;2010;Benzin;Otomatik;82000;76;1201;Önden;Gümüþ Gri;Hayýr;Galeriden
26000;Opel;Corsa;1.3 CDTI Essentia;2004;Dizel;Manuel;219000;70;1248;Önden;Lacivert;Hayýr;Sahibinden
52000;Opel;Corsa;1.4 Twinport Active;2013;Benzin;Otomatik;37000;100;1364;Önden;Beyaz;Evet;Galeriden
19500;Opel;Corsa;1.4 Comfort;2001;Benzin & LPG;Manuel;270000;90;1389;Önden;Turuncu;Hayýr;Sahibinden
45750;Opel;Corsa;1.3 CDTI Essentia;2013;Dizel;Manuel;77907;75;1248;Önden;Beyaz;Evet;Galeriden
53000;Opel;Corsa;1.4 Design;2016;Benzin;Otomatik;47500;90;1398;Önden;Gümüþ Gri;Evet;Galeriden
69750;Opel;Corsa;1.4 Essentia;2017;Benzin;Otomatik;0;90;1398;Önden;Beyaz;Evet;Galeriden
27000;Opel;Corsa;1.3 CDTI Essentia;2006;Dizel;Manuel;238000;70;1248;Önden;Bordo;Hayýr;Sahibinden
49750;Opel;Corsa;1.4 Twinport Active;2014;Benzin;Manuel;44000;100;1364;Önden;Gri;Hayýr;Sahibinden
25750;Opel;Corsa;1.2 Essentia;2004;Benzin;Manuel;169500;75;1199;Önden;Siyah;Hayýr;Sahibinden
39500;Opel;Corsa;1.3 CDTI Essentia;2014;Dizel;Manuel;137000;75;1248;Önden;Beyaz;Evet;Galeriden
52950;Opel;Corsa;1.4 Twinport Active;2013;Benzin;Otomatik;37000;100;1364;Önden;Siyah;Hayýr;Galeriden
31500;Opel;Corsa;1.3 CDTI Essentia;2006;Dizel;Yarý Otomatik;140000;70;1248;Önden;Gri;Hayýr;Galeriden
39000;Opel;Corsa;1.2 Twinport Enjoy 111;2011;Benzin;Manuel;45000;85;1229;Önden;Gri;Hayýr;Galeriden
46000;Opel;Corsa;1.3 CDTI Enjoy;2012;Dizel;Manuel;121000;75;1248;Önden;Gri;Hayýr;Galeriden
19500;Opel;Corsa;1.2 Swing;2000;Benzin & LPG;Manuel;186000;65;1199;Önden;Sarý;Hayýr;Galeriden
36250;Opel;Corsa;1.3 CDTI Essentia;2012;Dizel;Manuel;128000;75;1248;Önden;Beyaz;Hayýr;Galeriden
44400;Opel;Corsa;1.3 CDTI Active;2014;Dizel;Manuel;119000;95;1248;Önden;Beyaz;Evet;Galeriden
47900;Opel;Corsa;1.4 Essentia;2015;Benzin;Yarý Otomatik;63000;90;1398;Önden;Beyaz;Hayýr;Galeriden
20750;Opel;Corsa;1.7 DTI Comfort;2003;Dizel;Manuel;267200;75;1686;Önden;Beyaz;Hayýr;Sahibinden
24900;Opel;Corsa;1.4 Enjoy;2003;Benzin & LPG;Manuel;19700;90;1364;Önden;Mavi;Hayýr;Galeriden
32500;Opel;Corsa;1.2 Twinport Essentia;2012;Benzin & LPG;Manuel;37000;85;1229;Önden;Beyaz;Hayýr;Sahibinden
25000;Opel;Corsa;1.3 CDTI Essentia;2006;Dizel;Manuel;244000;70;1248;Önden;Gümüþ Gri;Evet;Galeriden
32250;Opel;Corsa;1.2 Essentia;2004;Benzin & LPG;Manuel;108000;76;1200;Önden;Beyaz;Hayýr;Galeriden
47000;Opel;Corsa;1.2 Twinport Essentia;2012;Benzin;Yarý Otomatik;93000;85;1229;Önden;Beyaz;Hayýr;Galeriden
33900;Opel;Corsa;1.2 Essentia;2005;Benzin;Yarý Otomatik;103000;76;1201;Önden;Gümüþ Gri;Evet;Galeriden
48250;Opel;Corsa;1.4 Twinport Essentia;2013;Benzin;Otomatik;63000;100;1364;Önden;Beyaz;Evet;Sahibinden
31000;Opel;Corsa;1.3 CDTI Essentia;2007;Dizel;Manuel;199000;75;1248;Önden;Beyaz;Hayýr;Sahibinden
14250;Opel;Corsa;1.4 Swing;1996;Benzin & LPG;Manuel;186000;60;1389;Önden;Bordo;Hayýr;Galeriden
53000;Opel;Corsa;1.3 CDTI Enjoy;2012;Dizel;Manuel;38500;95;1248;Önden;Gri;Hayýr;Sahibinden
44500;Opel;Corsa;1.3 CDTI Enjoy;2015;Dizel;Manuel;204000;75;1248;Önden;Siyah;Hayýr;Galeriden
25000;Opel;Corsa;1.0 ECO Club;2003;Benzin;Yarý Otomatik;149000;58;973;Önden;Kýrmýzý;Hayýr;Sahibinden
21750;Opel;Corsa;1.4 100. Yýl;1999;Benzin & LPG;Manuel;200000;90;1389;Önden;Gümüþ Gri;Evet;Galeriden
27000;Opel;Corsa;1.3 CDTI Essentia;2006;Dizel;Yarý Otomatik;150000;70;1248;Önden;Siyah;Hayýr;Sahibinden
37250;Opel;Corsa;1.2 Twinport Active;2014;Benzin;Manuel;46200;85;1229;Önden;Beyaz;Hayýr;Galeriden
35500;Opel;Corsa;1.2 Enjoy;2008;Benzin;Manuel;78000;80;1229;Önden;Mavi;Hayýr;Sahibinden
54750;Opel;Corsa;1.2 Essentia;2017;Benzin;Manuel;645;70;1229;Önden;Kýrmýzý;Evet;Sahibinden
50000;Opel;Corsa;1.3 CDTI Enjoy;2014;Dizel;Manuel;88000;75;1248;Önden;Kahverengi;Hayýr;Sahibinden
49900;Opel;Corsa;1.4 Twinport Enjoy;2013;Benzin & LPG;Otomatik;43000;100;1364;Önden;Gümüþ Gri;Hayýr;Galeriden
50500;Opel;Corsa;1.4 Twinport Active;2014;Benzin;Manuel;25000;100;1364;Önden;Gri;Evet;Sahibinden
40750;Opel;Corsa;1.3 CDTI Enjoy;2010;Dizel;Manuel;160000;90;1248;Önden;Beyaz;Hayýr;Sahibinden
37000;Opel;Corsa;1.3 CDTI Essentia;2011;Dizel;Manuel;150000;75;1248;Önden;Siyah;Hayýr;Sahibinden
45000;Opel;Corsa;1.3 CDTI Essentia;2012;Dizel;Manuel;63000;75;1248;Önden;Siyah;Hayýr;Sahibinden
23500;Opel;Corsa;1.3 CDTI Enjoy;2004;Dizel;Manuel;188000;70;1248;Önden;Kýrmýzý;Evet;Galeriden
37000;Opel;Corsa;1.3 CDTI Enjoy;2011;Dizel;Manuel;139000;75;1248;Önden;Füme;Hayýr;Sahibinden
35750;Opel;Corsa;1.4 Enjoy;2008;Benzin & LPG;Otomatik;115000;90;1364;Önden;Gri;Hayýr;Sahibinden
42900;Opel;Corsa;1.3 CDTI Essentia;2012;Dizel;Manuel;81359;75;1248;Önden;Siyah;Evet;Galeriden
24000;Opel;Corsa;1.0 ECO Club;2002;Benzin;Yarý Otomatik;216000;58;973;Önden;Lacivert;Hayýr;Sahibinden
43850;Opel;Corsa;1.3 CDTI Essentia;2013;Dizel;Manuel;115000;75;1248;Önden;Beyaz;Evet;Galeriden
65000;Opel;Corsa;1.4 Enjoy;2015;Benzin;Yarý Otomatik;14500;90;1398;Önden;Kýrmýzý;Hayýr;Sahibinden
25800;Opel;Corsa;1.4 Enjoy;2007;Benzin & LPG;Manuel;177000;90;1364;Önden;Gümüþ Gri;Hayýr;Sahibinden
29950;Opel;Corsa;1.3 CDTI Sport;2008;Dizel;Manuel;312000;90;1248;Önden;Beyaz;Hayýr;Galeriden
18500;Opel;Corsa;1.4 Swing;1996;Benzin;Manuel;167000;60;1389;Önden;Kýrmýzý;Hayýr;Sahibinden
40500;Opel;Corsa;1.3 CDTI Essentia;2010;Dizel;Manuel;113000;75;1248;Önden;Beyaz;Hayýr;Sahibinden
47000;Opel;Corsa;1.2 Essentia;2015;Benzin;Manuel;16000;70;1229;Önden;Lacivert;Hayýr;Sahibinden
37750;Opel;Corsa;1.3 CDTI Enjoy 111;2010;Dizel;Manuel;160000;90;1248;Önden;Gri;Evet;Galeriden
50000;Opel;Corsa;1.2 Twinport Essentia;2014;Benzin;Manuel;28000;85;1229;Önden;Beyaz;Hayýr;Sahibinden
28500;Opel;Corsa;1.4 Enjoy;2006;Benzin & LPG;Otomatik;175000;90;1364;Önden;Sarý;Hayýr;Sahibinden
40900;Opel;Corsa;1.2 Twinport Essentia;2010;Benzin & LPG;Yarý Otomatik;88000;80;1229;Önden;Gri;Hayýr;Sahibinden
47500;Opel;Corsa;1.3 CDTI Essentia;2014;Dizel;Manuel;42200;75;1248;Önden;Beyaz;Hayýr;Sahibinden
37000;Opel;Corsa;1.3 CDTI Essentia;2012;Dizel;Manuel;140000;51;1201;Önden;Beyaz;Hayýr;Sahibinden
27900;Opel;Corsa;1.3 CDTI Essentia;2005;Dizel;Manuel;135000;70;1248;Önden;Lacivert;Hayýr;Galeriden
26750;Opel;Corsa;1.2 Enjoy;2004;Benzin;Manuel;117000;80;1229;Önden;Beyaz;Hayýr;Galeriden
29000;Opel;Corsa;1.3 CDTI Enjoy;2004;Dizel;Yarý Otomatik;118000;70;1248;Önden;Gri;Hayýr;Galeriden
65000;Opel;Corsa;1.4 Enjoy;2016;Benzin;Yarý Otomatik;18000;90;1398;Önden;Beyaz;Evet;Galeriden
35500;Opel;Corsa;1.3 CDTI Enjoy;2007;Dizel;Manuel;180000;75;1248;Önden;Mavi;Evet;Galeriden
27900;Opel;Corsa;1.3 CDTI Essentia;2005;Dizel;Manuel;220000;70;1248;Önden;Beyaz;Hayýr;Sahibinden
23750;Opel;Corsa;1.4 GLS;2000;Benzin & LPG;Otomatik;143000;90;1389;Önden;Gümüþ Gri;Hayýr;Sahibinden
68750;Opel;Corsa;1.3 CDTI Enjoy;2016;Dizel;Yarý Otomatik;9900;95;1248;Önden;Siyah;Hayýr;Galeriden
17500;Opel;Corsa;1.4 Swing;1998;Benzin & LPG;Manuel;253000;60;1389;Önden;Yeþil;Hayýr;Sahibinden
31700;Opel;Corsa;1.4 Sport;2007;Benzin & LPG;Manuel;9000;76;1201;Önden;Gri;Hayýr;Sahibinden
39750;Opel;Corsa;1.3 CDTI Enjoy;2011;Dizel;Manuel;143000;75;1248;Önden;Gri;Hayýr;Sahibinden
33500;Opel;Corsa;1.3 CDTI Essentia;2011;Dizel;Manuel;157000;75;1248;Önden;Beyaz;Hayýr;Sahibinden
20500;Opel;Corsa;1.3 CDTI Cosmo;2004;Dizel;Manuel;145000;70;1248;Önden;Gümüþ Gri;Evet;Sahibinden
19750;Opel;Corsa;1.3 CDTI Essentia;2005;Dizel;Manuel;335000;76;1201;Önden;Beyaz;Hayýr;Sahibinden
44400;Opel;Corsa;1.2 Twinport Active;2014;Benzin;Manuel;37000;76;1200;Önden;Gümüþ Gri;Evet;Sahibinden
17000;Opel;Corsa;1.4 Swing;1997;Benzin;Manuel;160000;60;1389;Önden;Yeþil;Hayýr;Sahibinden
60900;Opel;Corsa;1.4 Essentia;2016;Benzin;Yarý Otomatik;3000;90;1398;Önden;Beyaz;Hayýr;Galeriden
58000;Opel;Corsa;1.4 Enjoy;2015;Benzin;Yarý Otomatik;36000;90;1398;Önden;Beyaz;Hayýr;Galeriden
14250;Opel;Corsa;1.4 Swing;1994;Benzin & LPG;Manuel;269000;60;1389;Önden;Kýrmýzý;Hayýr;Galeriden
39500;Opel;Corsa;1.3 CDTI Essentia;2013;Dizel;Manuel;141000;75;1248;Önden;Beyaz;Hayýr;Galeriden
51900;Opel;Corsa;1.3 CDTI Active;2014;Dizel;Manuel;54000;51;1201;Önden;Beyaz;Evet;Galeriden
29900;Opel;Corsa;1.3 CDTI Essentia;2006;Dizel;Manuel;143000;51;1201;Önden;Beyaz;Hayýr;Galeriden
40750;Opel;Corsa;1.2 Essentia;2008;Benzin;Manuel;62000;80;1229;Önden;Gümüþ Gri;Hayýr;Sahibinden
48000;Opel;Corsa;1.4 Twinport Essentia;2014;Benzin;Otomatik;95500;100;1364;Önden;Gümüþ Gri;Hayýr;Galeriden
41000;Opel;Corsa;1.3 CDTI Essentia;2013;Dizel;Manuel;114000;51;1201;Önden;Beyaz;Hayýr;Galeriden
15750;Opel;Corsa;1.4 Swing;1997;Benzin & LPG;Manuel;220000;60;1389;Önden;Gri;Hayýr;Galeriden
58500;Opel;Corsa;1.4 Enjoy;2015;Benzin;Yarý Otomatik;28000;90;1398;Önden;Beyaz;Evet;Galeriden
61000;Opel;Corsa;1.4 Color Edition;2015;Benzin;Yarý Otomatik;14000;90;1398;Önden;Kýrmýzý;Evet;Sahibinden
27500;Opel;Corsa;1.3 CDTI Essentia;2005;Dizel;Manuel;238500;70;1248;Önden;Siyah;Evet;Sahibinden
27000;Opel;Corsa;1.4 Comfort;2001;Benzin;Manuel;76500;90;1389;Önden;Bordo;Hayýr;Sahibinden
39900;Opel;Corsa;1.2 Twinport Essentia;2012;Benzin;Manuel;98000;85;1229;Önden;Kýrmýzý;Evet;Galeriden
